Substation Name,Nominal Voltage (kV),Primary Group,Grid Group,Firm Capacity (MVA),Maximum Load (MVA),Minimum Load (MVA),Generation Connected (MW),Generation Contracted (MW),33kV Overall Category,Overall Category,33kV Generation Capacity,33kV Wider Constraints,HV Reverse Power Flow,HV Generation Capacity,HV Fault Level,HV Wider Constraints,District,X,Y
NORTH ROAD,33/11,ABERYSTWYTH T1 / NORTH RD T1 / PARC-Y-LLYN T1 / PARC-Y-LLYN T2 / U C WALES T1,ABERYSTWYTH GT2 / RHYDLYDAN GT1,37.5,18.55,4.64,0.02,0.0,RED,RED,Red,Red,Amber,Green,Red,Amber,Dee Valley & Mid Wales,258666.891,281901.407
DICKINSONS,33/11,ACORNFIELD RD T1 / DICKINSONS T1 / HAMMOND RD T1 / KODAK T1,GILLMOSS GT1 / KIRKBY GT2 / SIMONSWOOD GT1,30.0,14.71,3.68,0.04,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,342713.824,398255.232
WAVERTREE,33/11,AIGBURTH VALE T1 / IVY AVE T1 / MATHER AVE T1 / MOSSLEY HILL T1 / WAVERTREE T1,GARSTON GT2 / SPEKE GT3 / WAVERTREE GT1A,37.5,18.97,4.74,0.0,0.0,AMBER,RED,Green,Amber,Amber,Green,Red,Amber,Merseyside,339018.8312,388483.665
AINTREE,33/11,AINTREE LOCAL T1 / OLD ROAN T1 / WANGO LA T1,AINTREE GT2 / FAZAKERLEY GT1 / GILLMOSS GT2,20.0,11.67,2.92,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Merseyside,336740.448,398306.688
ANDERTON,33/11,ANDERTON T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,7.5,2.61,0.65,0.22,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,Mid Cheshire,364880.5897,375727.2788
WOODCHURCH,33/11,ARROWE PK HOSP T1 / CHAMPION PLUGS T1 / CHAMPION PLUGS T2 / WOODCHURCH T1,HESWALL GT1 / HOYLAKE GT2 / PRENTON GRID GT3,30.0,9.25,2.31,2.3,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Wirral,327658.748,386992.035
WAVERTREE VALE,33/6.3,ARUNDEL T1 / GROVE PK T1 / WAVERTREE VALE T1,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,17.5,10.12,2.53,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,337981.952,389512.576
WARRINGTON CENTRAL,33/11,BARBAULD ST T1 / HORROCKS LA T1 / WARRINGTON CENTRAL T1,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,20.0,8.64,2.16,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Mid Cheshire,360507.186,388387.008
BASCHURCH,33/11,BASCHURCH T1,OSWESTRY GT5 / WHITCHURCH GT1,7.5,5.76,1.44,6.96,0.05,RED,RED,Red,Red,Green,Red,Green,Amber,Dee Valley & Mid Wales,342255.391,323439.047
BASS CHARRINGTON,33/11,BASS CHARRINGTON T1 / BASS CHARRINGTON T2 / CLIFTON T1 / YKK T1,DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,30.0,15.81,3.95,2.2,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Wirral,356612.4456,379691.0735
LARK LANE,33/11,BEAUMONT ST T1 / DINGLE VALE T1 / LARK LA T1 / MDHB BRUNSWICK DOCK T1,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,30.0,20.86,5.21,1.6,0.0,AMBER,RED,Green,Amber,Red,Green,Red,Amber,Merseyside,337278.912,387620.384
BLUEBELL LANE,33/11,BEDBURN DV T1 / BLUEBELL LA T1 / BROOKBRIDGE T1 / ECCLESTON T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,30.0,17.07,4.27,3.72,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Merseyside,344063.65,391855.362
ECCLESTON,33/11,BEDBURN DV T1 / BLUEBELL LA T1 / BROOKBRIDGE T1 / ECCLESTON T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,30.0,17.07,4.27,3.72,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Merseyside,347352.576,393313.376
LUCAS FAZAKERLEY,33/11,BEMROSE T1 / CARR LA EAST T1 / LUCAS (FAZAKERLEY) T1 / NORRIS GREEN T1 / WEST DERBY T1,AINTREE GT2 / FAZAKERLEY GT1 / GILLMOSS GT2,37.5,19.29,4.82,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,337586.56,395684.64
WEST DERBY,33/11,BEMROSE T1 / CARR LA EAST T1 / LUCAS (FAZAKERLEY) T1 / NORRIS GREEN T1 / WEST DERBY T1,AINTREE GT2 / FAZAKERLEY GT1 / GILLMOSS GT2,37.5,19.29,4.82,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,339511.52,392852.192
BEWSEY,33/11,BEWSEY T1 / OWEN ST T1 / RODNEY ST T1 / RYLANDS ELDON ST T1,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,30.0,15.87,3.97,0.21,4.05,RED,RED,Green,Red,Red,Red,Red,Amber,Mid Cheshire,359296.352,389073.088
OWEN STREET,33/11,BEWSEY T1 / OWEN ST T1 / RODNEY ST T1 / RYLANDS ELDON ST T1,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,30.0,15.87,3.97,0.21,4.05,RED,RED,Green,Red,Red,Red,Red,Amber,Mid Cheshire,360357.569,389134.741
SCARISBRICK AVENUE,33/11,BOOTLE GRID T2 / ORRELL MOUNT T1 / SCARISBRICK AVE T1 / TATTON RD T1,BOOTLE GT1 / LITHERLAND GT1A,30.0,15.28,3.82,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,333700.938,397181.575
MOBIL OIL,33/11,BOWATER CONTAINERS T1 / ELLESMERE PORT LOCAL T1 / HH ROBERTSONS T1 / MOBIL OIL (E PORT) T1 / WHITBY T1,BROMBOROUGH GT2 / ELLESMERE PORT GT1 / HOOTON PK GT1A / HOOTON PK GT2A,25.5,18.22,4.56,2.5,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Wirral,339100.48,378095.04
MIDLAND ROLLMAKERS,33/11,BR STATION T1 / DUCHY RD T1 / ELECTRA WAY T1 / MIDLAND ROLLMAKERS T1A / NORTH WESTERN MILLS T1,COPPENHALL GT1 / CREWE GT1 / CREWE GT2A / CREWE GT4A / RADWAY GREEN GT1 / RADWAY GREEN GT2 / WHITCHURCH GT2,37.5,24.27,6.07,1.01,0.24,RED,RED,Green,Red,Red,Green,Red,Amber,Mid Cheshire,371379.942,354172.868
NORTH WESTERN MILLS,33/11,BR STATION T1 / DUCHY RD T1 / ELECTRA WAY T1 / MIDLAND ROLLMAKERS T1A / NORTH WESTERN MILLS T1,COPPENHALL GT1 / CREWE GT1 / CREWE GT2A / CREWE GT4A / RADWAY GREEN GT1 / RADWAY GREEN GT2 / WHITCHURCH GT2,37.5,24.27,6.07,1.01,0.24,RED,RED,Green,Red,Red,Green,Red,Amber,Mid Cheshire,370714.208,353723.264
B R D,33/11,BRD T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,7.5,5.26,1.31,0.96,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,Dee Valley & Mid Wales,312009.6831,291775.3478
BRYN STANLEY,33/11,BRYN STANLEY T1 / DENBIGH T1,HOLYWELL GT1 / RHYL GT1 / ST ASAPH GT2 / ST ASAPH GT4,10.0,5.6,1.4,0.5,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,North Wales,304655.516,365687.627
EVERTON ROAD,33/6.3,BUCKINGHAM ST T1 / EVERTON RD T1 / SUBURBAN RD T1,BOOTLE GT2A / BURLINGTON ST GT1 / LISTER DV A GT2,17.5,8.66,2.16,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,335842.28,391612.144
MEOLS,33/11,CALDY T1 / HOYLAKE T1 / MEOLS T1 / WEST KIRBY SOUTH T1,HESWALL GT1 / HOYLAKE GT2 / PRENTON GRID GT3,30.0,15.04,3.76,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Wirral,323275.362,389733.25
LEICESTER STREET,33/11,CASTLE BEESTON ST T1 / HARTFORD T2 / LEICESTER ST T1 / NORTHWICH TOWN T1 / WINNINGTON T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,37.5,20.13,5.03,0.02,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Mid Cheshire,366004.2509,374293.2724
TECHNOLOGY CAMPUS,33/6.6,CHALON WAY T1 / TECHNOLOGY CAMPUS T1 / WOODVILLE ST T1,RAVENHEAD G1A1 / ST HELENS GT2B / WINDLE GT1,9.1,7.36,1.84,0.0,0.0,RED,RED,Green,Red,Amber,Amber,Red,Amber,Merseyside,351881.7211,395731.9814
CHILDWALL FIVEWAYS,33/11,CHILDWALL T1 / CHILDWALL FIVEWAYS T1 / LYNDENE RD T1 / MIDDLEMASS HEY T1 / NAYLORS RD T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,37.5,23.53,5.88,1.01,0.0,RED,RED,Green,Red,Red,Green,Red,Amber,Merseyside,340365.088,389359.648
MIDDLEMASS HEY,33/11,CHILDWALL T1 / CHILDWALL FIVEWAYS T1 / LYNDENE RD T1 / MIDDLEMASS HEY T1 / NAYLORS RD T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,37.5,23.53,5.88,1.01,0.0,RED,RED,Green,Red,Red,Green,Red,Amber,Merseyside,344308.8,388205.056
CIVIC CENTRE,33/11,CIVIC CENTRE T1 / CLAUGHTON AVE T1 / ELECTRICITY ST T1,COPPENHALL GT1 / CREWE GT1 / CREWE GT2A / CREWE GT4A / RADWAY GREEN GT1 / RADWAY GREEN GT2 / WHITCHURCH GT2,19.18,14.47,3.62,0.12,0.0,RED,RED,Green,Red,Amber,Amber,Red,Amber,Mid Cheshire,370751.936,355641.024
N C B SUTTON MANOR,33/11,CLOCKFACE T1 / GEC ST HELENS T1 / HILLS MOSS T1 / NCB SUTTON MANOR T2,BOLD G2A / PRESCOT GT1B / WIDNES GT1 / WIDNES GT2,30.0,12.84,3.21,3.0,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Merseyside,351701.664,390664.352
COLWYN BAY,33/11,COLWYN BAY T1 / COLWYN BAY T2 / RHOS-ON-SEA T1,COLWYN BAY GT1 / COLWYN BAY GT2 / DOLGARROG GT2,18.0,6.66,1.66,0.0,0.0,RED,AMBER,Red,Red,Amber,Amber,Amber,Amber,North Wales,282635.4975,379195.6625
RHOS ON SEA,33/11,COLWYN BAY T1 / COLWYN BAY T2 / RHOS-ON-SEA T1,COLWYN BAY GT1 / COLWYN BAY GT2 / DOLGARROG GT2,18.0,6.66,1.66,0.0,0.0,RED,AMBER,Red,Red,Amber,Amber,Amber,Amber,North Wales,283534.464,380983.36
MEDEVA,33/11,CONIX T1 / CONIX T2 / MEDEVA T1,HALEWOOD G1B / HALEWOOD G2B / HALEWOOD GT3 / SPEKE GT1A,20.0,7.16,1.79,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Merseyside,343777.147,383953.515
CROWTON,33/11,CROWTON T1,ELLESMERE PORT GT2 / INCE LOCAL GT1 / INCE LOCAL GT2,7.5,3.77,0.94,0.01,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,Mid Cheshire,357914.727,373998.79
WALTON,33/6.3,DELAMORE ST T1 / KIRKDALE T1 / WALTON T1,BOOTLE GT2A / BURLINGTON ST GT1 / LISTER DV A GT2,17.4,12.47,3.12,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,335788.768,394921.824
DENBIGH,33/11,DENBIGH T1,HOLYWELL GT1 / RHYL GT1 / ST ASAPH GT2 / ST ASAPH GT4,0.0,0.0,0.0,0.0,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,North Wales,305832.387,366834.297
MERSEY BRIDGE,33/11,DESOTO RD T1 / MERSEY BRIDGE T1 / PITT ST T1,BOLD G2A / PRESCOT GT1B / WIDNES GT1 / WIDNES GT2,20.0,5.4,1.35,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Merseyside,350927.0,384902.0
DYFFRYN ARDUDWY,33/11,DYFFRYN ARDUDWY T1,FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,7.5,2.13,0.53,0.0,0.0,RED,AMBER,Red,Amber,Green,Green,Green,Amber,Dee Valley & Mid Wales,258462.826,322536.031
WESTBOURNE AVENUE,33/11,DYSERTH RD T1 / FFORDD LAS T1 / FFORDD LAS T2 / WESTBOURNE AVE T1,HOLYWELL GT1 / RHYL GT1 / ST ASAPH GT2 / ST ASAPH GT4,30.0,18.71,4.68,0.0,0.0,RED,RED,Red,Red,Amber,Green,Red,Amber,North Wales,300057.664,380736.384
EDEN VALE,33/11,EDEN VALE T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,7.5,4.38,1.1,0.0,0.0,RED,AMBER,Green,Red,Green,Green,Green,Amber,Mid Cheshire,360188.75,372383.387
EDGE HILL,33/11,EDGE HILL T1 / LIVERPOOL UNIVERSITY T1 / LIVERPOOL UNIVERSITY T2 / LIVERPOOL UNIVERSITY T3,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,30.0,15.99,4.0,3.6,0.0,AMBER,RED,Green,Amber,Red,Amber,Red,Amber,Merseyside,336496.47,390160.634
MILL LN WAVERTREE,33/11,EDGE LA (TAPLEY PLACE) T1 / LISTER DV B T3 / MILL LA (WAVERTREE) T1 / PLESSEY (EDGE LA) T1 / STONEYCROFT T1,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,37.5,20.63,5.16,0.0,0.0,AMBER,RED,Green,Amber,Amber,Green,Red,Amber,Merseyside,339252.416,389571.872
MMB ELLESMERE,33/11,ELLESMERE T1 / MMB ELLESMERE T1,OSWESTRY GT5 / WHITCHURCH GT1,9.0,7.26,1.82,0.78,0.0,RED,RED,Red,Red,Red,Amber,Green,Amber,Dee Valley & Mid Wales,339922.093,334488.774
FAIRBOURNE,33/11,FAIRBOURNE T1,ABERYSTWYTH GT2 / RHYDLYDAN GT1,7.5,2.18,0.54,0.1,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,Dee Valley & Mid Wales,263268.9099,313497.7386
HILLCLIFFE,33/11,GIGG LA THELWALL T1 / HILLCLIFFE T1 / STOCKTON HEATH T1 / STRETTON IND EST T1,SANKEY BRIDGES GT3 / WARRINGTON GT5,30.0,19.34,4.84,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Mid Cheshire,361636.448,384898.432
GRAIG FAWR,33/11,GRAIG FAWR T1,HOLYWELL GT1 / RHYL GT1 / ST ASAPH GT2 / ST ASAPH GT4,10.0,5.68,1.42,0.0,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,North Wales,305680.6677,380169.1809
WHARTON,33/11,GRAVEL T1 / WCB PLASTICS T1 / WHARTON T1,HARTFORD GT1 / LOSTOCK GT2 / WINSFORD GT1 / WINSFORD GT2,20.0,6.4,1.6,1.0,0.0,RED,RED,Green,Red,Red,Amber,Amber,Amber,Mid Cheshire,367034.24,366925.056
UPTON,33/11,GREASBY T1 / SAUGHALL MASSIE T1 / UPTON T1,HESWALL GT1 / HOYLAKE GT2 / PRENTON GRID GT3,20.0,12.51,3.13,0.17,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Wirral,327025.728,388077.152
HALTON ROAD,33/11,HALTON RD T1 / MURDISHAW T1 / PERCIVAL LA T4 / RUNCORN CENTRAL T1,DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,25.0,18.15,4.54,5.07,0.0,RED,RED,Green,Red,Red,Red,Red,Amber,Wirral,352362.424,382775.673
HARRINGTON STREET A,33/6.3,HARRINGTON ST T2 / HIGHFIELD ST T1,BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,8.7,4.15,1.04,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,334470.204,390364.386
HOLMES CHAPEL,33/11,HOLMES CHAPEL T1,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,7.5,5.69,1.42,0.2,0.0,RED,RED,Green,Red,Red,Red,Green,Amber,Mid Cheshire,376548.659,367730.91
WILSON ROAD,33/11,HUYTON HEY RD T1 / WILSON RD T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,10.0,6.89,1.72,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Green,Amber,Merseyside,345313.536,390203.68
IFTON T2,33/11,IFTON T1 / IFTON T2,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,10.0,5.92,1.48,0.0,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,Dee Valley & Mid Wales,332253.426,337265.79
RADBROKE HALL,33/11,ILFORDS T1 / KNUTSFORD T1 / MOBBERLEY T1 / RADBROKE HALL T1,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,30.0,14.42,3.61,5.68,0.0,RED,RED,Amber,Red,Red,Red,Red,Amber,Mid Cheshire,376928.982,374685.022
WOOLSTON,33/11,KINGSLAND 33 T1 / SAFEWAY T1 / WOOLSTON T1 / WOOLSTON T2,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,30.0,16.87,4.22,0.63,0.0,RED,RED,Green,Red,Red,Green,Red,Amber,Mid Cheshire,364163.264,389602.56
KNOWSLEY,33/11,KNOWSLEY T1 / MARLED HEY T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,10.0,4.26,1.06,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Green,Amber,Merseyside,343758.752,395362.144
LIVERPOOL ROAD 33kV,33/11,LIVERPOOL RD 33 T1,OSWESTRY GT5 / WHITCHURCH GT1,11.0,3.96,0.99,2.5,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,Dee Valley & Mid Wales,353624.083,340970.249
LLANGEFNI,33/11,LLANGEFNI T1,AMLWCH GT1 / CAERGEILIOG GT1,7.5,3.86,0.96,0.1,0.0,RED,AMBER,Red,Amber,Green,Green,Green,Amber,North Wales,246051.348,375524.165
MULLARDS BALMORAL DR,33/11,LORD ST T1 / MARSHSIDE T1 / MULLARDS BALMORAL DV T1 / SOUTHPORT T2,FORMBY GT2B / SOUTHPORT GT1 / SOUTHPORT GT2,30.0,17.69,4.42,0.0,1.21,RED,RED,Green,Red,Red,Green,Red,Amber,Merseyside,337068.352,419327.808
MANOR PARK,33/11,MANOR PK T1 / NORTON CHAINS T1,DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,10.0,8.97,2.24,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Green,Amber,Wirral,355346.848,383778.624
NANT-Y-GAMAR,33/11,NANT-Y-GAMAR T1,COLWYN BAY GT1 / COLWYN BAY GT2 / DOLGARROG GT2,7.5,4.75,1.19,0.0,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,North Wales,280109.844,381692.019
SEAVIEW ROAD,33/11,NEW BRIGHTON T1 / SEAVIEW RD T2 / WALLASEY T1 / WALLASEY VILLAGE T1,WALLASEY GT1 / WALLASEY GT2 / WOODSIDE GT2,30.0,14.26,3.57,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Wirral,330249.088,392497.664
WALBRO,33/11,OPTICAL FIBRES T1 / SHOTWICK T1 / WALBRO T1,DEESIDE PK GRID GT1 / SIXTH AVE GRID GT1,20.0,12.54,3.13,7.22,0.9,RED,RED,Green,Red,Red,Red,Amber,Amber,Wirral,332178.048,371469.152
OTIS ELEVATOR,33/11,OTIS ELEVATOR T1 / ST IVEL FOODS T1,GILLMOSS GT1 / KIRKBY GT2 / SIMONSWOOD GT1,10.0,4.87,1.22,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Green,Amber,Merseyside,342204.882,397189.176
PENMAENMAWR,33/11,PENMAENMAWR T1,COLWYN BAY GT1 / COLWYN BAY GT2 / DOLGARROG GT2,7.5,2.31,0.58,0.0,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,North Wales,271715.77,375905.154
RAVEN SQUARE,33/11,RAVEN SQUARE T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,7.5,6.36,1.59,0.0,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,Dee Valley & Mid Wales,321473.367,307405.134
ROYAL INSURANCE (NEW QUAY),33/6.3,ROYAL INSURANCE (NEW QUAY) T1 / ROYAL INSURANCE (NEW QUAY) T2,BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,8.7,0.43,0.11,0.0,0.0,AMBER,RED,Green,Amber,Amber,Red,Red,Amber,Merseyside,333892.32,390585.664
VAUXHALL NORTH ROAD,33/11,VAUXHALL NORTH RD T1,BROMBOROUGH GT2 / ELLESMERE PORT GT1 / HOOTON PK GT1A / HOOTON PK GT2A,0.0,0.0,0.0,0.0,0.0,RED,AMBER,Green,Red,Green,Green,Green,Amber,Wirral,337909.984,379288.288
KODAK,33/11,ACORNFIELD RD T1 / DICKINSONS T1 / HAMMOND RD T1 / KODAK T1,GILLMOSS GT1 / KIRKBY GT2 / SIMONSWOOD GT1,30.0,14.71,3.68,0.04,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,343760.224,398960.288
WANGO LANE,33/11,AINTREE LOCAL T1 / OLD ROAN T1 / WANGO LA T1,AINTREE GT2 / FAZAKERLEY GT1 / GILLMOSS GT2,20.0,11.67,2.92,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Merseyside,338861.504,398207.36
ECP WEST-BANKS RD,33/11,ALLERTON T1 / ECP WEST-BANKS RD T1 / GARSTON T1 / WEAVER IND EST T1 / YEW TREE RD T1,GARSTON GT2 / SPEKE GT3 / WAVERTREE GT1A,37.5,14.24,3.56,0.11,0.0,AMBER,RED,Green,Amber,Amber,Green,Red,Amber,Merseyside,341307.065,383518.03
ATLANTIC COMPLEX,33/11,ALMONDS TURN T1 / ATLANTIC COMPLEX T1 / GIRO T1 / MIDLAND BANK T1 / NETHERTON T1,AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1B,37.5,14.53,3.63,3.0,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Merseyside,335323.328,398215.008
NETHERTON,33/11,ALMONDS TURN T1 / ATLANTIC COMPLEX T1 / GIRO T1 / MIDLAND BANK T1 / NETHERTON T1,AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1B,37.5,14.53,3.63,3.0,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Merseyside,335797.192,399955.104
DOVER ROAD,33/6.6,BANASTRE RD T1 / DOVER RD T1 / GRANTHAM CL T1,FORMBY GT2B / SOUTHPORT GT1 / SOUTHPORT GT2,9.1,10.77,2.69,0.0,0.0,RED,RED,Green,Red,Amber,Amber,Red,Amber,Merseyside,332536.832,414693.6
GRANTHAM CLOSE,33/6.6,BANASTRE RD T1 / DOVER RD T1 / GRANTHAM CL T1,AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1B,9.1,10.77,2.69,0.0,0.0,RED,RED,Green,Red,Amber,Amber,Red,Amber,Merseyside,333152.567,414141.627
CLIFTON,33/11,BASS CHARRINGTON T1 / BASS CHARRINGTON T2 / CLIFTON T1 / YKK T1,DUTTON GT2 / MOORE GT1 / PERCIVAL LA GT1,30.0,15.81,3.95,2.2,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Wirral,352363.616,380612.992
BATTERSBY LANE,33/6.3,BATTERSBY LA T1 / RYLANDS ELDON ST T2,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,9.1,0.97,0.24,0.0,0.0,RED,RED,Green,Red,Amber,Red,Red,Amber,Mid Cheshire,361223.577,388960.714
BEAUMARIS,33/11,BEAUMARIS T1 / BEAUMARIS T2,AMLWCH GT1 / CAERGEILIOG GT1,7.78,3.73,0.93,0.0,0.0,RED,AMBER,Red,Amber,Green,Green,Green,Amber,North Wales,258543.8685,377747.0249
BEAUMONT STREET,33/11,BEAUMONT ST T1 / DINGLE VALE T1 / LARK LA T1 / MDHB BRUNSWICK DOCK T1,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,30.0,20.86,5.21,1.6,0.0,AMBER,RED,Green,Amber,Red,Green,Red,Amber,Merseyside,336899.04,389370.048
DINGLE VALE,33/11,BEAUMONT ST T1 / DINGLE VALE T1 / LARK LA T1 / MDHB BRUNSWICK DOCK T1,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,30.0,20.86,5.21,1.6,0.0,AMBER,RED,Green,Amber,Red,Green,Red,Amber,Merseyside,336071.316,387190.776
CARR LANE EAST,33/11,BEMROSE T1 / CARR LA EAST T1 / LUCAS (FAZAKERLEY) T1 / NORRIS GREEN T1 / WEST DERBY T1,AINTREE GT2 / FAZAKERLEY GT1 / GILLMOSS GT2,37.5,19.29,4.82,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,339763.872,394864.064
CHESTER STREET,33/6.6,BENTINCK ST T1 / BENTINCK ST T2 / CHESTER ST T1,PRENTON GRID GT1 / ROCK FERRY GT1,18.2,7.78,1.94,0.7,0.0,RED,RED,Green,Red,Red,Amber,Red,Amber,Wirral,332773.0574,388964.5736
BETHESDA,33/11,BETHESDA T1,BANGOR GT2 / CAERNARFON GT2,7.5,4.02,1.01,0.6,0.2,RED,RED,Red,Red,Red,Red,Green,Amber,North Wales,261739.585,366218.977
RODNEY STREET,33/11,BEWSEY T1 / OWEN ST T1 / RODNEY ST T1 / RYLANDS ELDON ST T1,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,30.0,15.87,3.97,0.21,4.05,RED,RED,Green,Red,Red,Red,Red,Amber,Mid Cheshire,360714.912,388845.504
INLAND REVENUE,33/6.3,BIBBYS T1 / INLAND REVENUE OFFICES T1 / REGENT RD T1,BOOTLE GT2A / BURLINGTON ST GT1 / LISTER DV A GT2,17.5,11.64,2.91,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,334576.896,394916.576
MERES EDGE,33/11,MERES EDGE T1 / MERES EDGE T2,ELLESMERE PORT GT2 / INCE LOCAL GT1 / INCE LOCAL GT2,10.0,4.44,1.11,0.25,0.0,RED,AMBER,Amber,Red,Green,Green,Green,Amber,Wirral,348292.3081,374884.3636
BICC HUYTON QUARRY,33/11,BICC HUYTON QUARRY T1 / TARBOCK T1 / WHISTON T1,GATEACRE GT1 / HUYTON GT1 / KIRKBY GT3 / PRESCOT GT1A,20.0,8.12,2.03,1.24,0.0,RED,RED,Green,Red,Red,Amber,Amber,Amber,Merseyside,345442.976,390488.512
